created_at,full_text,username,tweet_tokens,tweet_tokens_WSW,tweet_tokens_stemmed
2014-08-10,unj min mau tanya saya maba mau input biodata di siakad tapi saya belum tahu password untuk login nya,febridimas15,"['unj', 'min', 'mau', 'tanya', 'saya', 'maba', 'mau', 'input', 'biodata', 'di', 'siakad', 'tapi', 'saya', 'belum', 'tahu', 'password', 'untuk', 'login', 'nya']","['unj', 'min', 'maba', 'input', 'biodata', 'siakad', 'password', 'login']","['unj', 'min', 'maba', 'input', 'biodata', 'siakad', 'password', 'login']"
2014-08-10,min yang maba bidik misi sbmptn belum bisa log in ya,rezarubik,"['min', 'yang', 'maba', 'bidik', 'misi', 'sbmptn', 'belum', 'bisa', 'log', 'in', 'ya']","['min', 'maba', 'bidik', 'misi', 'sbmptn', 'log', 'in']","['min', 'maba', 'bidik', 'misi', 'sbmptn', 'log', 'in']"
2014-08-10,unj berarti yg buat maba itu ga ngikutin pengumuman yg di siakad ya ka yg tentang penginputan jadwal matkul sama krsnya,fanusy,"['unj', 'berarti', 'yg', 'buat', 'maba', 'itu', 'ga', 'ngikutin', 'pengumuman', 'yg', 'di', 'siakad', 'ya', 'ka', 'yg', 'tentang', 'penginputan', 'jadwal', 'matkul', 'sama', 'krsnya']","['unj', 'maba', 'ngikutin', 'pengumuman', 'siakad', 'ka', 'penginputan', 'jadwal', 'matkul', 'krsnya']","['unj', 'maba', 'ngikutin', 'umum', 'siakad', 'ka', 'penginputan', 'jadwal', 'matkul', 'krsnya']"
2014-08-09,untuk tmn unj pengisian siakad username adl no registrasi pass adl no transaksi yg ada di struk bni,GAMUNJ2016,"['untuk', 'tmn', 'unj', 'pengisian', 'siakad', 'username', 'adl', 'no', 'registrasi', 'pass', 'adl', 'no', 'transaksi', 'yg', 'ada', 'di', 'struk', 'bni']","['tmn', 'unj', 'pengisian', 'siakad', 'username', 'adl', 'no', 'registrasi', 'pass', 'adl', 'no', 'transaksi', 'struk', 'bni']","['tmn', 'unj', 'isi', 'siakad', 'username', 'adl', 'no', 'registrasi', 'pass', 'adl', 'no', 'transaksi', 'struk', 'bni']"
2014-08-09,gengs unj info jadwal buka siakad untuk isi krs nih cc kak esa  kiky amp others pic,addinae,"['gengs', 'unj', 'info', 'jadwal', 'buka', 'siakad', 'untuk', 'isi', 'krs', 'nih', 'cc', 'kak', 'esa', 'kiky', 'amp', 'others', 'pic']","['gengs', 'unj', 'info', 'jadwal', 'buka', 'siakad', 'isi', 'krs', 'cc', 'kak', 'esa', 'kiky', 'others', 'pic']","['gengs', 'unj', 'info', 'jadwal', 'buka', 'siakad', 'isi', 'krs', 'cc', 'kak', 'esa', 'kiky', 'others', 'pic']"
2014-08-09,untuk tmn unj pengisian siakad username adl no registrasi pass adl no transaksi yg ada di struk bni nasution,BEMUNJ_OFFICIAL,"['untuk', 'tmn', 'unj', 'pengisian', 'siakad', 'username', 'adl', 'no', 'registrasi', 'pass', 'adl', 'no', 'transaksi', 'yg', 'ada', 'di', 'struk', 'bni', 'nasution']","['tmn', 'unj', 'pengisian', 'siakad', 'username', 'adl', 'no', 'registrasi', 'pass', 'adl', 'no', 'transaksi', 'struk', 'bni', 'nasution']","['tmn', 'unj', 'isi', 'siakad', 'username', 'adl', 'no', 'registrasi', 'pass', 'adl', 'no', 'transaksi', 'struk', 'bni', 'nasution']"
2014-08-08,official unj sejarahunj kak di siakad maba itu tugasnya ngisi form biodata sama upload foto dulu aja ya,fanusy,"['official', 'unj', 'sejarahunj', 'kak', 'di', 'siakad', 'maba', 'itu', 'tugasnya', 'ngisi', 'form', 'biodata', 'sama', 'upload', 'foto', 'dulu', 'aja', 'ya']","['official', 'unj', 'sejarahunj', 'kak', 'siakad', 'maba', 'tugasnya', 'ngisi', 'form', 'biodata', 'upload', 'foto']","['official', 'unj', 'sejarahunj', 'kak', 'siakad', 'maba', 'tugas', 'ngisi', 'form', 'biodata', 'upload', 'foto']"
2014-08-08,ini siakad unj kenapa gak bisa dibuka buka ya,Latifelpe,"['ini', 'siakad', 'unj', 'kenapa', 'gak', 'bisa', 'dibuka', 'buka', 'ya']","['siakad', 'unj', 'dibuka', 'buka']","['siakad', 'unj', 'buka', 'buka']"
2014-08-06,login di exol itu sama aja kayak login di siakad unj ,aichiipyon,"['login', 'di', 'exol', 'itu', 'sama', 'aja', 'kayak', 'login', 'di', 'siakad', 'unj']","['login', 'exol', 'kayak', 'login', 'siakad', 'unj']","['login', 'exol', 'kayak', 'login', 'siakad', 'unj']"
2014-08-06,jadwal input krs mahasiswa semester agustus,SiakadUNJ,"['jadwal', 'input', 'krs', 'mahasiswa', 'semester', 'agustus']","['jadwal', 'input', 'krs', 'mahasiswa', 'semester', 'agustus']","['jadwal', 'input', 'krs', 'mahasiswa', 'semester', 'agustus']"
2014-08-05,nyaingin web snmptn kak rt ini buka website mau daftar jadi fans apa mau liat ip ribet ribet amad situ siakad unj,ohmarkeu,"['nyaingin', 'web', 'snmptn', 'kak', 'rt', 'ini', 'buka', 'website', 'mau', 'daftar', 'jadi', 'fans', 'apa', 'mau', 'liat', 'ip', 'ribet', 'ribet', 'amad', 'situ', 'siakad', 'unj']","['nyaingin', 'web', 'snmptn', 'kak', 'buka', 'website', 'daftar', 'fans', 'liat', 'ip', 'ribet', 'ribet', 'amad', 'situ', 'siakad', 'unj']","['nyaingin', 'web', 'snmptn', 'kak', 'buka', 'website', 'daftar', 'fans', 'liat', 'ip', 'ribet', 'ribet', 'amad', 'situ', 'siakad', 'unj']"
2014-08-03,iya untuk diisi di siakad nanti akan dijelaskan lebih lanjut di stand,speducation_UNJ,"['iya', 'untuk', 'diisi', 'di', 'siakad', 'nanti', 'akan', 'dijelaskan', 'lebih', 'lanjut', 'di', 'stand']","['iya', 'diisi', 'siakad', 'stand']","['iya', 'isi', 'siakad', 'stand']"
2014-08-05,yang anak unj pasti tau susahnya login website exol ini persis kayak akses ke siakad crashed terooos,tsunflowerst,"['yang', 'anak', 'unj', 'pasti', 'tau', 'susahnya', 'login', 'website', 'exol', 'ini', 'persis', 'kayak', 'akses', 'ke', 'siakad', 'crashed', 'terooos']","['anak', 'unj', 'susahnya', 'login', 'website', 'exol', 'persis', 'kayak', 'akses', 'siakad', 'crashed', 'terooos']","['anak', 'unj', 'susah', 'login', 'website', 'exol', 'persis', 'kayak', 'akses', 'siakad', 'crashed', 'terooos']"
2014-08-05,unj min mau tanya kok web siakad unj gak bisa di buka ya thanks,apprrllll,"['unj', 'min', 'mau', 'tanya', 'kok', 'web', 'siakad', 'unj', 'gak', 'bisa', 'di', 'buka', 'ya', 'thanks']","['unj', 'min', 'web', 'siakad', 'unj', 'buka', 'thanks']","['unj', 'min', 'web', 'siakad', 'unj', 'buka', 'thanks']"
2014-08-03,setelah melakukan pembayaran ukt jangan lupa mengisi biodata di website bem unj dan di siakad unj,ABEL4FE,"['setelah', 'melakukan', 'pembayaran', 'ukt', 'jangan', 'lupa', 'mengisi', 'biodata', 'di', 'website', 'bem', 'unj', 'dan', 'di', 'siakad', 'unj']","['pembayaran', 'ukt', 'lupa', 'mengisi', 'biodata', 'website', 'bem', 'unj', 'siakad', 'unj']","['bayar', 'ukt', 'lupa', 'isi', 'biodata', 'website', 'bem', 'unj', 'siakad', 'unj']"
2014-07-26,min mw nanya saya maba unj klo pass siakadny lupa gmna,FajarPanduf,"['min', 'mw', 'nanya', 'saya', 'maba', 'unj', 'klo', 'pass', 'siakadny', 'lupa', 'gmna']","['min', 'mw', 'nanya', 'maba', 'unj', 'pass', 'siakadny', 'lupa', 'gmna']","['min', 'mw', 'nanya', 'maba', 'unj', 'pass', 'siakadny', 'lupa', 'gmna']"
2014-07-25,isi data diri di siakad unj agustus pengisian krs amp mpa september kuliah efektif september,UNJPariwisata,"['isi', 'data', 'diri', 'di', 'siakad', 'unj', 'agustus', 'pengisian', 'krs', 'amp', 'mpa', 'september', 'kuliah', 'efektif', 'september']","['isi', 'data', 'siakad', 'unj', 'agustus', 'pengisian', 'krs', 'mpa', 'september', 'kuliah', 'efektif', 'september']","['isi', 'data', 'siakad', 'unj', 'agustus', 'isi', 'krs', 'mpa', 'september', 'kuliah', 'efektif', 'september']"
2014-07-22,siakad unj masih belum bisa kebuka aja ampun dehhh,2file_,"['siakad', 'unj', 'masih', 'belum', 'bisa', 'kebuka', 'aja', 'ampun', 'dehhh']","['siakad', 'unj', 'kebuka', 'ampun', 'dehhh']","['siakad', 'unj', 'buka', 'ampun', 'dehhh']"
2014-07-19,jadwal penginputan matakuliah semester melalui siakad sesuai dengan kalender akademik tahun,Sasing_UNJ,"['jadwal', 'penginputan', 'matakuliah', 'semester', 'melalui', 'siakad', 'sesuai', 'dengan', 'kalender', 'akademik', 'tahun']","['jadwal', 'penginputan', 'matakuliah', 'semester', 'siakad', 'sesuai', 'kalender', 'akademik']","['jadwal', 'penginputan', 'matakuliah', 'semester', 'siakad', 'sesuai', 'kalender', 'akademik']"
2014-07-18,penginputan jadwal matakuliah semester melalui siakad juli agustus,bemppbsi_unj,"['penginputan', 'jadwal', 'matakuliah', 'semester', 'melalui', 'siakad', 'juli', 'agustus']","['penginputan', 'jadwal', 'matakuliah', 'semester', 'siakad', 'juli', 'agustus']","['penginputan', 'jadwal', 'matakuliah', 'semester', 'siakad', 'juli', 'agustus']"
2014-07-18,jadwal penginputan matakuliah semester melalui siakad sesuai dengan kalender akademik tahun sebagai berikut,bemppbsi_unj,"['jadwal', 'penginputan', 'matakuliah', 'semester', 'melalui', 'siakad', 'sesuai', 'dengan', 'kalender', 'akademik', 'tahun', 'sebagai', 'berikut']","['jadwal', 'penginputan', 'matakuliah', 'semester', 'siakad', 'sesuai', 'kalender', 'akademik']","['jadwal', 'penginputan', 'matakuliah', 'semester', 'siakad', 'sesuai', 'kalender', 'akademik']"
2014-07-15,halo admin sy login lihat hasil ips koq tdk bisa yah mhn infonya,Muh_Handar_,"['halo', 'admin', 'sy', 'login', 'lihat', 'hasil', 'ips', 'koq', 'tdk', 'bisa', 'yah', 'mhn', 'infonya']","['halo', 'admin', 'sy', 'login', 'lihat', 'hasil', 'ips', 'koq', 'mhn', 'infonya']","['halo', 'admin', 'sy', 'login', 'lihat', 'hasil', 'ips', 'koq', 'mhn', 'info']"
2014-07-10,hey bep kemana aja ihh ke unj kita kapan lagi sih nasiakad udh bisa,awaliarm,"['hey', 'bep', 'kemana', 'aja', 'ihh', 'ke', 'unj', 'kita', 'kapan', 'lagi', 'sih', 'nasiakad', 'udh', 'bisa']","['hey', 'bep', 'kemana', 'ihh', 'unj', 'nasiakad', 'udh']","['hey', 'bep', 'mana', 'ihh', 'unj', 'nasiakad', 'udh']"
2014-07-09,siakad unj masih belum bisa kebuka aja masya allah,2file_,"['siakad', 'unj', 'masih', 'belum', 'bisa', 'kebuka', 'aja', 'masya', 'allah']","['siakad', 'unj', 'kebuka', 'masya', 'allah']","['siakad', 'unj', 'buka', 'masya', 'allah']"
2014-07-05,unj ka kalo pengisian siakad ada kesalahan dari sananya itu gimna ka soalnya prodi saya salah ka dan pas saya mau ubah itu gabisa,MariamDewi1,"['unj', 'ka', 'kalo', 'pengisian', 'siakad', 'ada', 'kesalahan', 'dari', 'sananya', 'itu', 'gimna', 'ka', 'soalnya', 'prodi', 'saya', 'salah', 'ka', 'dan', 'pas', 'saya', 'mau', 'ubah', 'itu', 'gabisa']","['unj', 'ka', 'pengisian', 'siakad', 'kesalahan', 'sananya', 'gimna', 'ka', 'prodi', 'salah', 'ka', 'pas', 'ubah', 'gabisa']","['unj', 'ka', 'isi', 'siakad', 'salah', 'sana', 'gimna', 'ka', 'prodi', 'salah', 'ka', 'pas', 'ubah', 'gabisa']"
2014-07-04,cieeeeeh baru tau kalau punya akun twitter huahaha,virda_p,"['cieeeeeh', 'baru', 'tau', 'kalau', 'punya', 'akun', 'twitter', 'huahaha']","['cieeeeeh', 'akun', 'twitter', 'huahaha']","['cieeeeeh', 'akun', 'twitter', 'huahaha']"
2014-07-03,kan ada jamny buka siakad,bemfik_unj,"['kan', 'ada', 'jamny', 'buka', 'siakad']","['jamny', 'buka', 'siakad']","['jamny', 'buka', 'siakad']"
2014-07-03,unj min kenapa siakad susah bgt dbuka gk bisa mulu kalo mau cetak khs gmn minsiakadnya bisa dianjungan doang ya,sinoksr,"['unj', 'min', 'kenapa', 'siakad', 'susah', 'bgt', 'dbuka', 'gk', 'bisa', 'mulu', 'kalo', 'mau', 'cetak', 'khs', 'gmn', 'minsiakadnya', 'bisa', 'dianjungan', 'doang', 'ya']","['unj', 'min', 'siakad', 'susah', 'bgt', 'dbuka', 'gk', 'mulu', 'cetak', 'khs', 'gmn', 'minsiakadnya', 'dianjungan', 'doang']","['unj', 'min', 'siakad', 'susah', 'bgt', 'dbuka', 'gk', 'mulu', 'cetak', 'khs', 'gmn', 'minsiakadnya', 'anjung', 'doang']"
2014-07-03,situs web apakah yang membahayakan kemanusiaan siakad unj,crushKevincrush,"['situs', 'web', 'apakah', 'yang', 'membahayakan', 'kemanusiaan', 'siakad', 'unj']","['situs', 'web', 'membahayakan', 'kemanusiaan', 'siakad', 'unj']","['situs', 'web', 'bahaya', 'manusia', 'siakad', 'unj']"
2014-07-03,apa situs web yang paling favorit bagimu twitter facebook youtube google siakad unj,crushKevincrush,"['apa', 'situs', 'web', 'yang', 'paling', 'favorit', 'bagimu', 'twitter', 'facebook', 'youtube', 'google', 'siakad', 'unj']","['situs', 'web', 'favorit', 'bagimu', 'twitter', 'facebook', 'youtube', 'google', 'siakad', 'unj']","['situs', 'web', 'favorit', 'bagi', 'twitter', 'facebook', 'youtube', 'google', 'siakad', 'unj']"
2014-07-02,unj kak maapaku mau nanya klo kita belom ngisi siakad sama sekali gimana kak aku panik nih kak,ainunfajariah,"['unj', 'kak', 'maapaku', 'mau', 'nanya', 'klo', 'kita', 'belom', 'ngisi', 'siakad', 'sama', 'sekali', 'gimana', 'kak', 'aku', 'panik', 'nih', 'kak']","['unj', 'kak', 'maapaku', 'nanya', 'belom', 'ngisi', 'siakad', 'gimana', 'kak', 'panik', 'kak']","['unj', 'kak', 'maapaku', 'nanya', 'bom', 'ngisi', 'siakad', 'gimana', 'kak', 'panik', 'kak']"
2014-07-02,maba unj yg punya pengaduan mengenai siakad bisa kirim sms ke nomor advo center official,BEMUNJ_OFFICIAL,"['maba', 'unj', 'yg', 'punya', 'pengaduan', 'mengenai', 'siakad', 'bisa', 'kirim', 'sms', 'ke', 'nomor', 'advo', 'center', 'official']","['maba', 'unj', 'pengaduan', 'siakad', 'kirim', 'sms', 'nomor', 'advo', 'center', 'official']","['maba', 'unj', 'adu', 'siakad', 'kirim', 'sms', 'nomor', 'advo', 'center', 'official']"
2014-07-02,maba unj yg punya pengaduan mengenai siakad bisa kirim sms ke nomor advo center official,bemfipunj,"['maba', 'unj', 'yg', 'punya', 'pengaduan', 'mengenai', 'siakad', 'bisa', 'kirim', 'sms', 'ke', 'nomor', 'advo', 'center', 'official']","['maba', 'unj', 'pengaduan', 'siakad', 'kirim', 'sms', 'nomor', 'advo', 'center', 'official']","['maba', 'unj', 'adu', 'siakad', 'kirim', 'sms', 'nomor', 'advo', 'center', 'official']"
2014-07-01,unj ka mau tanya kalo ppl saya tdk terdaftr di siakad gimana ya penangannya saya sdh mlakukan regist sesuai jadwal ehhh malah gini,sunmonkillu,"['unj', 'ka', 'mau', 'tanya', 'kalo', 'ppl', 'saya', 'tdk', 'terdaftr', 'di', 'siakad', 'gimana', 'ya', 'penangannya', 'saya', 'sdh', 'mlakukan', 'regist', 'sesuai', 'jadwal', 'ehhh', 'malah', 'gini']","['unj', 'ka', 'ppl', 'terdaftr', 'siakad', 'gimana', 'penangannya', 'mlakukan', 'regist', 'sesuai', 'jadwal', 'ehhh', 'gini']","['unj', 'ka', 'ppl', 'terdaftr', 'siakad', 'gimana', 'nang', 'mlakukan', 'regist', 'sesuai', 'jadwal', 'ehhh', 'gin']"
2014-07-01,maba yang bermasalah dengan siakad nya bisa datang ke pustikom di gedung  kampus  unj ya,HMJTEUNJ,"['maba', 'yang', 'bermasalah', 'dengan', 'siakad', 'nya', 'bisa', 'datang', 'ke', 'pustikom', 'di', 'gedung', 'kampus', 'unj', 'ya']","['maba', 'bermasalah', 'siakad', 'pustikom', 'gedung', 'kampus', 'unj']","['maba', 'masalah', 'siakad', 'pustikom', 'gedung', 'kampus', 'unj']"
2014-07-01,terima ksih bnyk min maba yang bermasalah dengan siakad nya bisa datang ke pustikom di gedung  kampus  unj ya,ardiiiAA,"['terima', 'ksih', 'bnyk', 'min', 'maba', 'yang', 'bermasalah', 'dengan', 'siakad', 'nya', 'bisa', 'datang', 'ke', 'pustikom', 'di', 'gedung', 'kampus', 'unj', 'ya']","['terima', 'ksih', 'bnyk', 'min', 'maba', 'bermasalah', 'siakad', 'pustikom', 'gedung', 'kampus', 'unj']","['terima', 'ksih', 'bnyk', 'min', 'maba', 'masalah', 'siakad', 'pustikom', 'gedung', 'kampus', 'unj']"
2014-07-01,bagi mahsiswa baru ft unj yang bermasalah dengak siakad nya bisa datang ke pustikom di gedung  kampus  unj,BEMFTUNJ,"['bagi', 'mahsiswa', 'baru', 'ft', 'unj', 'yang', 'bermasalah', 'dengak', 'siakad', 'nya', 'bisa', 'datang', 'ke', 'pustikom', 'di', 'gedung', 'kampus', 'unj']","['mahsiswa', 'ft', 'unj', 'bermasalah', 'dengak', 'siakad', 'pustikom', 'gedung', 'kampus', 'unj']","['mahsiswa', 'ft', 'unj', 'masalah', 'dengak', 'siakad', 'pustikom', 'gedung', 'kampus', 'unj']"
2014-07-01,jadual akses siakad unj buat kapantrims,alileel,"['jadual', 'akses', 'siakad', 'unj', 'buat', 'kapantrims']","['jadual', 'akses', 'siakad', 'unj', 'kapantrims']","['jadual', 'akses', 'siakad', 'unj', 'kapantrims']"
2014-07-01,dan untuk pembuatan jadwal siakad bukan bemft unj tapi pustikom jika ada keluhan datang saja ke pustikom gd  kampus  unj,BEMFTUNJ,"['dan', 'untuk', 'pembuatan', 'jadwal', 'siakad', 'bukan', 'bemft', 'unj', 'tapi', 'pustikom', 'jika', 'ada', 'keluhan', 'datang', 'saja', 'ke', 'pustikom', 'gd', 'kampus', 'unj']","['pembuatan', 'jadwal', 'siakad', 'bemft', 'unj', 'pustikom', 'keluhan', 'pustikom', 'gd', 'kampus', 'unj']","['buat', 'jadwal', 'siakad', 'bemft', 'unj', 'pustikom', 'keluh', 'pustikom', 'gd', 'kampus', 'unj']"
2014-07-01,kakkenapa form biodata untuk asal sekolah ada tulisan maaf status sekolah anda belum ditentukan,Naswa64,"['kakkenapa', 'form', 'biodata', 'untuk', 'asal', 'sekolah', 'ada', 'tulisan', 'maaf', 'status', 'sekolah', 'anda', 'belum', 'ditentukan']","['kakkenapa', 'form', 'biodata', 'sekolah', 'tulisan', 'maaf', 'status', 'sekolah', 'ditentukan']","['kakkenapa', 'form', 'biodata', 'sekolah', 'tulis', 'maaf', 'status', 'sekolah', 'tentu']"
2014-07-01,nah itu tadi jadwal buka untuk masingmasing angkatan semoga membantu,AdkesmaHIMAJpg,"['nah', 'itu', 'tadi', 'jadwal', 'buka', 'untuk', 'masingmasing', 'angkatan', 'semoga', 'membantu']","['jadwal', 'buka', 'masingmasing', 'angkatan', 'semoga', 'membantu']","['jadwal', 'buka', 'masingmasing', 'angkat', 'moga', 'bantu']"
2014-07-01,unj unj min saya lupa ngisi siakad problem gk min tolong bls min,yoshuaricky,"['unj', 'unj', 'min', 'saya', 'lupa', 'ngisi', 'siakad', 'problem', 'gk', 'min', 'tolong', 'bls', 'min']","['unj', 'unj', 'min', 'lupa', 'ngisi', 'siakad', 'problem', 'gk', 'min', 'tolong', 'bls', 'min']","['unj', 'unj', 'min', 'lupa', 'ngisi', 'siakad', 'problem', 'gk', 'min', 'tolong', 'bls', 'min']"
2014-07-01,format sms namafakultasjurusanwaktu mengakses siakadkeluhan kirim ke dept advokasi amp tpm bem unj,Sasing_UNJ,"['format', 'sms', 'namafakultasjurusanwaktu', 'mengakses', 'siakadkeluhan', 'kirim', 'ke', 'dept', 'advokasi', 'amp', 'tpm', 'bem', 'unj']","['format', 'sms', 'namafakultasjurusanwaktu', 'mengakses', 'siakadkeluhan', 'kirim', 'dept', 'advokasi', 'tpm', 'bem', 'unj']","['format', 'sms', 'namafakultasjurusanwaktu', 'akses', 'siakadkeluhan', 'kirim', 'dept', 'advokasi', 'tpm', 'bem', 'unj']"
2014-07-01,salam mengadvokasi diri info terntk selrh mahasiswai baru unj pengaduan mengenai siakad dgn menghbngi advokasi center bem unj,Sasing_UNJ,"['salam', 'mengadvokasi', 'diri', 'info', 'terntk', 'selrh', 'mahasiswai', 'baru', 'unj', 'pengaduan', 'mengenai', 'siakad', 'dgn', 'menghbngi', 'advokasi', 'center', 'bem', 'unj']","['salam', 'mengadvokasi', 'info', 'terntk', 'selrh', 'mahasiswai', 'unj', 'pengaduan', 'siakad', 'menghbngi', 'advokasi', 'center', 'bem', 'unj']","['salam', 'advokasi', 'info', 'terntk', 'selrh', 'mahasiswa', 'unj', 'adu', 'siakad', 'menghbngi', 'advokasi', 'center', 'bem', 'unj']"
2014-07-01,selamat malam malam ini akan ada beberapa info mengenai jadwal buka yang belum cek nilainya yuk disimak,AdkesmaHIMAJpg,"['selamat', 'malam', 'malam', 'ini', 'akan', 'ada', 'beberapa', 'info', 'mengenai', 'jadwal', 'buka', 'yang', 'belum', 'cek', 'nilainya', 'yuk', 'disimak']","['selamat', 'malam', 'malam', 'info', 'jadwal', 'buka', 'cek', 'nilainya', 'yuk', 'disimak']","['selamat', 'malam', 'malam', 'info', 'jadwal', 'buka', 'cek', 'nilai', 'yuk', 'simak']"
2014-07-01,unj kak itu data online siakad maksudnya,terlalumandiri,"['unj', 'kak', 'itu', 'data', 'online', 'siakad', 'maksudnya']","['unj', 'kak', 'data', 'online', 'siakad', 'maksudnya']","['unj', 'kak', 'data', 'online', 'siakad', 'maksud']"
2014-07-01,unj yang siakad sudah kak,terlalumandiri,"['unj', 'yang', 'siakad', 'sudah', 'kak']","['unj', 'siakad', 'kak']","['unj', 'siakad', 'kak']"
2014-07-01,semoga ada mukzizat yang menghampiri siakad unj sehingga ip gua menjadi aamiinn,SarahHilmonansi,"['semoga', 'ada', 'mukzizat', 'yang', 'menghampiri', 'siakad', 'unj', 'sehingga', 'ip', 'gua', 'menjadi', 'aamiinn']","['semoga', 'mukzizat', 'menghampiri', 'siakad', 'unj', 'ip', 'gua', 'aamiinn']","['moga', 'mukzizat', 'hampir', 'siakad', 'unj', 'ip', 'gua', 'aamiinn']"
2014-07-01,jadwal buka siakad bulan juni juli,bemjikk_unj,"['jadwal', 'buka', 'siakad', 'bulan', 'juni', 'juli']","['jadwal', 'buka', 'siakad', 'juni', 'juli']","['jadwal', 'buka', 'siakad', 'juni', 'juli']"
2014-07-01,siakad unj lg bermasalah,elshaaprilian,"['siakad', 'unj', 'lg', 'bermasalah']","['siakad', 'unj', 'lg', 'bermasalah']","['siakad', 'unj', 'lg', 'masalah']"
2014-07-01,adakah maba berkebutuhan khusus yg kesulitan mengisi siakad yuk kami bantu di ruangan kami upt unj lt,diner_unj,"['adakah', 'maba', 'berkebutuhan', 'khusus', 'yg', 'kesulitan', 'mengisi', 'siakad', 'yuk', 'kami', 'bantu', 'di', 'ruangan', 'kami', 'upt', 'unj', 'lt']","['adakah', 'maba', 'berkebutuhan', 'khusus', 'kesulitan', 'mengisi', 'siakad', 'yuk', 'bantu', 'ruangan', 'upt', 'unj', 'lt']","['ada', 'maba', 'butuh', 'khusus', 'sulit', 'isi', 'siakad', 'yuk', 'bantu', 'ruang', 'upt', 'unj', 'lt']"
2014-06-30,untuk teman yg masih kesulitan membuka siakad harap bersabar karena siakad servernya penuh disebabkan semua mahasiswa sedang buka,bemjikk_unj,"['untuk', 'teman', 'yg', 'masih', 'kesulitan', 'membuka', 'siakad', 'harap', 'bersabar', 'karena', 'siakad', 'servernya', 'penuh', 'disebabkan', 'semua', 'mahasiswa', 'sedang', 'buka']","['teman', 'kesulitan', 'membuka', 'siakad', 'harap', 'bersabar', 'siakad', 'servernya', 'penuh', 'disebabkan', 'mahasiswa', 'buka']","['teman', 'sulit', 'buka', 'siakad', 'harap', 'sabar', 'siakad', 'servernya', 'penuh', 'sebab', 'mahasiswa', 'buka']"
2014-06-30,saat wawancara menggunakan pakaian bebas namun sopan untuk penjelasan siakad boleh ditanyakan saat wawancara,Sasing_UNJ,"['saat', 'wawancara', 'menggunakan', 'pakaian', 'bebas', 'namun', 'sopan', 'untuk', 'penjelasan', 'siakad', 'boleh', 'ditanyakan', 'saat', 'wawancara']","['wawancara', 'pakaian', 'bebas', 'sopan', 'penjelasan', 'siakad', 'wawancara']","['wawancara', 'pakai', 'bebas', 'sopan', 'jelas', 'siakad', 'wawancara']"
2014-06-30,afa lo udh input data ke siakad unj blm,shrsrw,"['afa', 'lo', 'udh', 'input', 'data', 'ke', 'siakad', 'unj', 'blm']","['afa', 'lo', 'udh', 'input', 'data', 'siakad', 'unj', 'blm']","['afa', 'lo', 'udh', 'input', 'data', 'siakad', 'unj', 'blm']"
2014-06-30,siakad skrg servernya emang sering error karena banyak yg buka coba bukanya pas tengah malam atau subuh aja pas lagi sepi,bemjikk_unj,"['siakad', 'skrg', 'servernya', 'emang', 'sering', 'error', 'karena', 'banyak', 'yg', 'buka', 'coba', 'bukanya', 'pas', 'tengah', 'malam', 'atau', 'subuh', 'aja', 'pas', 'lagi', 'sepi']","['siakad', 'skrg', 'servernya', 'emang', 'error', 'buka', 'coba', 'bukanya', 'pas', 'malam', 'subuh', 'pas', 'sepi']","['siakad', 'skrg', 'servernya', 'emang', 'error', 'buka', 'coba', 'buka', 'pas', 'malam', 'subuh', 'pas', 'sepi']"
2014-06-30,unj min saya blom bisa login di siakad padahal isi id noreg dan pass notransaksi nya benertp gagal terus ada solusi min,zharafif,"['unj', 'min', 'saya', 'blom', 'bisa', 'login', 'di', 'siakad', 'padahal', 'isi', 'id', 'noreg', 'dan', 'pass', 'notransaksi', 'nya', 'benertp', 'gagal', 'terus', 'ada', 'solusi', 'min']","['unj', 'min', 'blom', 'login', 'siakad', 'isi', 'id', 'noreg', 'pass', 'notransaksi', 'benertp', 'gagal', 'solusi', 'min']","['unj', 'min', 'blom', 'login', 'siakad', 'isi', 'id', 'noreg', 'pass', 'notransaksi', 'benertp', 'gagal', 'solusi', 'min']"
2014-06-30,pendaftaran ppl ke siakad meijuni verifikasi juni pelaksanaan juli november,bemfik_unj,"['pendaftaran', 'ppl', 'ke', 'siakad', 'meijuni', 'verifikasi', 'juni', 'pelaksanaan', 'juli', 'november']","['pendaftaran', 'ppl', 'siakad', 'meijuni', 'verifikasi', 'juni', 'pelaksanaan', 'juli', 'november']","['daftar', 'ppl', 'siakad', 'meijuni', 'verifikasi', 'juni', 'laksana', 'juli', 'november']"
2014-06-30,min pengisian siakad untuk mahasiswa harini gabisa ya atau gimana bisa dibuka lagi kapan makasiiii,Lizarustika,"['min', 'pengisian', 'siakad', 'untuk', 'mahasiswa', 'harini', 'gabisa', 'ya', 'atau', 'gimana', 'bisa', 'dibuka', 'lagi', 'kapan', 'makasiiii']","['min', 'pengisian', 'siakad', 'mahasiswa', 'harini', 'gabisa', 'gimana', 'dibuka', 'makasiiii']","['min', 'isi', 'siakad', 'mahasiswa', 'harini', 'gabisa', 'gimana', 'buka', 'makasiiii']"
2014-06-30,punya saya masih blm bisa login min karena password anda salah itu gimana,dhearizkysh,"['punya', 'saya', 'masih', 'blm', 'bisa', 'login', 'min', 'karena', 'password', 'anda', 'salah', 'itu', 'gimana']","['blm', 'login', 'min', 'password', 'salah', 'gimana']","['blm', 'login', 'min', 'password', 'salah', 'gimana']"
