created_at,full_text,username,tweet_tokens,tweet_tokens_WSW,tweet_tokens_stemmed
2019-07-25,yaallah unj bukan unj kalo siakad gaada errornya salut salut,qwonidin,"['yaallah', 'unj', 'bukan', 'unj', 'kalo', 'siakad', 'gaada', 'errornya', 'salut', 'salut']","['yaallah', 'unj', 'unj', 'siakad', 'gaada', 'errornya', 'salut', 'salut']","['yaallah', 'unj', 'unj', 'siakad', 'gaada', 'errornya', 'salut', 'salut']"
2019-07-24,pengisian evaluasi dosen assalamualaikum warahmatullahi wabarakatuh hai sobat ea untuk kalian mahasiswa aktif fe unj diwajibkan untuk mengisi monitoring evaluasi dosen di website siakad,BEMPRODIEAFEUNJ,"['pengisian', 'evaluasi', 'dosen', 'assalamualaikum', 'warahmatullahi', 'wabarakatuh', 'hai', 'sobat', 'ea', 'untuk', 'kalian', 'mahasiswa', 'aktif', 'fe', 'unj', 'diwajibkan', 'untuk', 'mengisi', 'monitoring', 'evaluasi', 'dosen', 'di', 'website', 'siakad']","['pengisian', 'evaluasi', 'dosen', 'assalamualaikum', 'warahmatullahi', 'wabarakatuh', 'hai', 'sobat', 'ea', 'mahasiswa', 'aktif', 'fe', 'unj', 'diwajibkan', 'mengisi', 'monitoring', 'evaluasi', 'dosen', 'website', 'siakad']","['isi', 'evaluasi', 'dosen', 'assalamualaikum', 'warahmatullahi', 'wabarakatuh', 'hai', 'sobat', 'ea', 'mahasiswa', 'aktif', 'fe', 'unj', 'wajib', 'isi', 'monitoring', 'evaluasi', 'dosen', 'website', 'siakad']"
2019-07-20,mau berkhayal unj ada kek ginian tp gimana ye siakad tiap semester aja amburadul ampe terkendala ngeliat nilai,deaprmtsr_,"['mau', 'berkhayal', 'unj', 'ada', 'kek', 'ginian', 'tp', 'gimana', 'ye', 'siakad', 'tiap', 'semester', 'aja', 'amburadul', 'ampe', 'terkendala', 'ngeliat', 'nilai']","['berkhayal', 'unj', 'kek', 'ginian', 'tp', 'gimana', 'ye', 'siakad', 'semester', 'amburadul', 'ampe', 'terkendala', 'ngeliat', 'nilai']","['khayal', 'unj', 'kek', 'ginian', 'tp', 'gimana', 'ye', 'siakad', 'semester', 'amburadul', 'ampe', 'kendala', 'ngeliat', 'nilai']"
2019-06-07,unj ya allah siakad kampus gue gak kelar dah pembaharuan nye wkwkwk,jihanardeliaa,"['unj', 'ya', 'allah', 'siakad', 'kampus', 'gue', 'gak', 'kelar', 'dah', 'pembaharuan', 'nye', 'wkwkwk']","['unj', 'allah', 'siakad', 'kampus', 'gue', 'kelar', 'dah', 'pembaharuan', 'nye', 'wkwkwk']","['unj', 'allah', 'siakad', 'kampus', 'gue', 'kelar', 'dah', 'baharu', 'nye', 'wkwkwk']"
2019-06-07,adkesma center info perkuliahan dikarenakan adanya pembaruan situs maka tautan siakad yang lama dialihkan ke tautan berikut dept adkesma bemp sastra inggris,Sasing_UNJ,"['adkesma', 'center', 'info', 'perkuliahan', 'dikarenakan', 'adanya', 'pembaruan', 'situs', 'maka', 'tautan', 'siakad', 'yang', 'lama', 'dialihkan', 'ke', 'tautan', 'berikut', 'dept', 'adkesma', 'bemp', 'sastra', 'inggris']","['adkesma', 'center', 'info', 'perkuliahan', 'pembaruan', 'situs', 'tautan', 'siakad', 'dialihkan', 'tautan', 'dept', 'adkesma', 'bemp', 'sastra', 'inggris']","['adkesma', 'center', 'info', 'kuliah', 'baru', 'situs', 'taut', 'siakad', 'alih', 'taut', 'dept', 'adkesma', 'bemp', 'sastra', 'inggris']"
2019-05-02,terimakasih unjgaragara siakad baru bisa di pastikan uts dan uas semester ini saya jadi striker tunggal,farhannugraahaa,"['terimakasih', 'unjgaragara', 'siakad', 'baru', 'bisa', 'di', 'pastikan', 'uts', 'dan', 'uas', 'semester', 'ini', 'saya', 'jadi', 'striker', 'tunggal']","['terimakasih', 'unjgaragara', 'siakad', 'pastikan', 'uts', 'uas', 'semester', 'striker', 'tunggal']","['terimakasih', 'unjgaragara', 'siakad', 'pasti', 'uts', 'uas', 'semester', 'striker', 'tunggal']"
2019-04-23,sebel banget buka siakad unj buka khs aja gabisa,ghinamcca,"['sebel', 'banget', 'buka', 'siakad', 'unj', 'buka', 'khs', 'aja', 'gabisa']","['sebel', 'banget', 'buka', 'siakad', 'unj', 'buka', 'khs', 'gabisa']","['sebel', 'banget', 'buka', 'siakad', 'unj', 'buka', 'khs', 'gabisa']"
2019-03-25,permisi numpang lewat heh eval dosen biasanya yang diisi via siakad pas akhir perkuliahan tiap semester itu loh nama lainnya evaluasi perkuliahan sih kalo di unj anselm jadi asdos nanti pas ujian pasti dibolehin nyontek asal nggak berisik wey,doremifaffa,"['permisi', 'numpang', 'lewat', 'heh', 'eval', 'dosen', 'biasanya', 'yang', 'diisi', 'via', 'siakad', 'pas', 'akhir', 'perkuliahan', 'tiap', 'semester', 'itu', 'loh', 'nama', 'lainnya', 'evaluasi', 'perkuliahan', 'sih', 'kalo', 'di', 'unj', 'anselm', 'jadi', 'asdos', 'nanti', 'pas', 'ujian', 'pasti', 'dibolehin', 'nyontek', 'asal', 'nggak', 'berisik', 'wey']","['permisi', 'numpang', 'heh', 'eval', 'dosen', 'diisi', 'via', 'siakad', 'pas', 'perkuliahan', 'semester', 'nama', 'evaluasi', 'perkuliahan', 'unj', 'anselm', 'asdos', 'pas', 'ujian', 'dibolehin', 'nyontek', 'nggak', 'berisik', 'wey']","['permisi', 'numpang', 'heh', 'eval', 'dosen', 'isi', 'via', 'siakad', 'pas', 'kuliah', 'semester', 'nama', 'evaluasi', 'kuliah', 'unj', 'anselm', 'asdos', 'pas', 'uji', 'dibolehin', 'nyontek', 'nggak', 'berisik', 'wey']"
2019-03-19,siakad unj sampah,diogi_,"['siakad', 'unj', 'sampah']","['siakad', 'unj', 'sampah']","['siakad', 'unj', 'sampah']"
2019-03-10,official min kan input krs di siakad susah tuh dari kemarin giliran bisa eh tanggal udah lewat batas pengisian gimana ya minkuota penuh lagi,rfd_01,"['official', 'min', 'kan', 'input', 'krs', 'di', 'siakad', 'susah', 'tuh', 'dari', 'kemarin', 'giliran', 'bisa', 'eh', 'tanggal', 'udah', 'lewat', 'batas', 'pengisian', 'gimana', 'ya', 'minkuota', 'penuh', 'lagi']","['official', 'min', 'input', 'krs', 'siakad', 'susah', 'kemarin', 'giliran', 'eh', 'tanggal', 'udah', 'batas', 'pengisian', 'gimana', 'minkuota', 'penuh']","['official', 'min', 'input', 'krs', 'siakad', 'susah', 'kemarin', 'gilir', 'eh', 'tanggal', 'udah', 'batas', 'isi', 'gimana', 'minkuota', 'penuh']"
2019-03-10,siakad rusak ganggu perkuliahan perbaikan siakad unj terus berlanjut meski kegiatan perkuliahan sudah berlangsung akibatnya banyak mahasiswa dan dosen yang mengalami kesulitan mengisi kartu rencana studi selengkapnya,lpmdidaktika,"['siakad', 'rusak', 'ganggu', 'perkuliahan', 'perbaikan', 'siakad', 'unj', 'terus', 'berlanjut', 'meski', 'kegiatan', 'perkuliahan', 'sudah', 'berlangsung', 'akibatnya', 'banyak', 'mahasiswa', 'dan', 'dosen', 'yang', 'mengalami', 'kesulitan', 'mengisi', 'kartu', 'rencana', 'studi', 'selengkapnya']","['siakad', 'rusak', 'ganggu', 'perkuliahan', 'perbaikan', 'siakad', 'unj', 'berlanjut', 'kegiatan', 'perkuliahan', 'akibatnya', 'mahasiswa', 'dosen', 'mengalami', 'kesulitan', 'mengisi', 'kartu', 'rencana', 'studi', 'selengkapnya']","['siakad', 'rusak', 'ganggu', 'kuliah', 'baik', 'siakad', 'unj', 'lanjut', 'giat', 'kuliah', 'akibat', 'mahasiswa', 'dosen', 'alami', 'sulit', 'isi', 'kartu', 'rencana', 'studi', 'lengkap']"
2019-03-07,seharusnya dibawah tagline dosen unj itu ada siakad unj nah,BarkahID,"['seharusnya', 'dibawah', 'tagline', 'dosen', 'unj', 'itu', 'ada', 'siakad', 'unj', 'nah']","['dibawah', 'tagline', 'dosen', 'unj', 'siakad', 'unj']","['bawah', 'tagline', 'dosen', 'unj', 'siakad', 'unj']"
2019-03-06,udah unj siakad lg  bisa goblok,excelalkamandka,"['udah', 'unj', 'siakad', 'lg', 'bisa', 'goblok']","['udah', 'unj', 'siakad', 'lg', 'goblok']","['udah', 'unj', 'siakad', 'lg', 'goblok']"
2019-03-06,official web siakad yang baru jelek banget dah dikit dikit time out mau ngisi krs jadi susah gini udah dari awal bulan begitu terus,RezaArifin_,"['official', 'web', 'siakad', 'yang', 'baru', 'jelek', 'banget', 'dah', 'dikit', 'dikit', 'time', 'out', 'mau', 'ngisi', 'krs', 'jadi', 'susah', 'gini', 'udah', 'dari', 'awal', 'bulan', 'begitu', 'terus']","['official', 'web', 'siakad', 'jelek', 'banget', 'dah', 'dikit', 'dikit', 'time', 'out', 'ngisi', 'krs', 'susah', 'gini', 'udah']","['official', 'web', 'siakad', 'jelek', 'banget', 'dah', 'dikit', 'dikit', 'time', 'out', 'ngisi', 'krs', 'susah', 'gin', 'udah']"
2019-03-06,siakad unj ampas bat dahhhh,maulnaufall,"['siakad', 'unj', 'ampas', 'bat', 'dahhhh']","['siakad', 'unj', 'ampas', 'bat', 'dahhhh']","['siakad', 'unj', 'ampas', 'bat', 'dahhhh']"
2019-03-05,siakad unj melatih kesabaran,KandyKN,"['siakad', 'unj', 'melatih', 'kesabaran']","['siakad', 'unj', 'melatih', 'kesabaran']","['siakad', 'unj', 'latih', 'sabar']"
2019-03-05,siakad unj lo udh bisa blm ditanya dea,xoxojunbob,"['siakad', 'unj', 'lo', 'udh', 'bisa', 'blm', 'ditanya', 'dea']","['siakad', 'unj', 'lo', 'udh', 'blm', 'dea']","['siakad', 'unj', 'lo', 'udh', 'blm', 'dea']"
2019-03-04,siakad unj kenapasi ya allah,hauraira,"['siakad', 'unj', 'kenapasi', 'ya', 'allah']","['siakad', 'unj', 'kenapasi', 'allah']","['siakad', 'unj', 'napas', 'allah']"
2019-03-04,sabarrrrrrrrrr sesabar ngisi krs di siakad unj,kamuselektronik,"['sabarrrrrrrrrr', 'sesabar', 'ngisi', 'krs', 'di', 'siakad', 'unj']","['sabarrrrrrrrrr', 'sesabar', 'ngisi', 'krs', 'siakad', 'unj']","['sabarrrrrrrrrr', 'sabar', 'ngisi', 'krs', 'siakad', 'unj']"
2019-03-04,ignya daniel ngeselin kek siakad unj sumpah,eidelweis_w1,"['ignya', 'daniel', 'ngeselin', 'kek', 'siakad', 'unj', 'sumpah']","['ignya', 'daniel', 'ngeselin', 'kek', 'siakad', 'unj', 'sumpah']","['ignya', 'daniel', 'ngeselin', 'kek', 'siakad', 'unj', 'sumpah']"
2019-02-15,siakad unj kapan kau benernya hft sekalinya bener udh bisa dibuka eh masa nilai gua ada yg berubah kalau nambah mah gpp ini berkurang,Taeyeonjuna,"['siakad', 'unj', 'kapan', 'kau', 'benernya', 'hft', 'sekalinya', 'bener', 'udh', 'bisa', 'dibuka', 'eh', 'masa', 'nilai', 'gua', 'ada', 'yg', 'berubah', 'kalau', 'nambah', 'mah', 'gpp', 'ini', 'berkurang']","['siakad', 'unj', 'kau', 'benernya', 'hft', 'sekalinya', 'bener', 'udh', 'dibuka', 'eh', 'nilai', 'gua', 'berubah', 'nambah', 'mah', 'gpp', 'berkurang']","['siakad', 'unj', 'kau', 'benernya', 'hft', 'sekali', 'bener', 'udh', 'buka', 'eh', 'nilai', 'gua', 'ubah', 'nambah', 'mah', 'gpp', 'kurang']"
2019-02-14,siakad unj lama uga sister huf,endahsyafrinah,"['siakad', 'unj', 'lama', 'uga', 'sister', 'huf']","['siakad', 'unj', 'uga', 'sister', 'huf']","['siakad', 'unj', 'uga', 'sister', 'huf']"
2019-02-14,hadeehhh siakad unj gapernah berenti jadi sampah,Dongoevsky,"['hadeehhh', 'siakad', 'unj', 'gapernah', 'berenti', 'jadi', 'sampah']","['hadeehhh', 'siakad', 'unj', 'gapernah', 'berenti', 'sampah']","['hadeehhh', 'siakad', 'unj', 'gapernah', 'renti', 'sampah']"
2019-02-12,kabeh fadhila eh siakad unj juga dong,excelalkamandka,"['kabeh', 'fadhila', 'eh', 'siakad', 'unj', 'juga', 'dong']","['kabeh', 'fadhila', 'eh', 'siakad', 'unj']","['kabeh', 'fadhila', 'eh', 'siakad', 'unj']"
2019-02-11,siakad benernya kapan woi official,__kvki__,"['siakad', 'benernya', 'kapan', 'woi', 'official']","['siakad', 'benernya', 'woi', 'official']","['siakad', 'benernya', 'woi', 'official']"
2019-02-09,official min siakad unj msh ngadat,sadaraja,"['official', 'min', 'siakad', 'unj', 'msh', 'ngadat']","['official', 'min', 'siakad', 'unj', 'msh', 'ngadat']","['official', 'min', 'siakad', 'unj', 'msh', 'ngadat']"
2019-02-09,siakad unj masih error sedangkan data data akademik mahasiswa disitu semua udahlah lulusin aja semua hehe,BarkahID,"['siakad', 'unj', 'masih', 'error', 'sedangkan', 'data', 'data', 'akademik', 'mahasiswa', 'disitu', 'semua', 'udahlah', 'lulusin', 'aja', 'semua', 'hehe']","['siakad', 'unj', 'error', 'data', 'data', 'akademik', 'mahasiswa', 'disitu', 'udahlah', 'lulusin']","['siakad', 'unj', 'error', 'data', 'data', 'akademik', 'mahasiswa', 'situ', 'udahlah', 'lulusin']"
2019-02-07,mahasiswa kerepotan akibat siakad rusak kerusakan server siakad membuat kegiatan akademik terganggu hal ini disebabkan oleh tidak adanya anggaran untuk pemeliharaan maintenance server siakad,lpmdidaktika,"['mahasiswa', 'kerepotan', 'akibat', 'siakad', 'rusak', 'kerusakan', 'server', 'siakad', 'membuat', 'kegiatan', 'akademik', 'terganggu', 'hal', 'ini', 'disebabkan', 'oleh', 'tidak', 'adanya', 'anggaran', 'untuk', 'pemeliharaan', 'maintenance', 'server', 'siakad']","['mahasiswa', 'kerepotan', 'akibat', 'siakad', 'rusak', 'kerusakan', 'server', 'siakad', 'kegiatan', 'akademik', 'terganggu', 'disebabkan', 'anggaran', 'pemeliharaan', 'maintenance', 'server', 'siakad']","['mahasiswa', 'kerepot', 'akibat', 'siakad', 'rusak', 'rusa', 'server', 'siakad', 'giat', 'akademik', 'ganggu', 'sebab', 'anggar', 'pelihara', 'maintenance', 'server', 'siakad']"
2019-02-06,keanya emang semua siakad lagi eror dah wqwq unj siakadnya juga lagi eror,doiysm,"['keanya', 'emang', 'semua', 'siakad', 'lagi', 'eror', 'dah', 'wqwq', 'unj', 'siakadnya', 'juga', 'lagi', 'eror']","['keanya', 'emang', 'siakad', 'eror', 'dah', 'wqwq', 'unj', 'siakadnya', 'eror']","['keanya', 'emang', 'siakad', 'eror', 'dah', 'wqwq', 'unj', 'siakadnya', 'eror']"
2019-02-05,info adkesma pembukaan masa bayaran diundur bonjour tous comment allez vous mes amis terkait dengan adanya pembaharuan sistem siakad unj pembukaan masa pembayaran akan diundur catat tanggal nya ya februari bon courage,cyberfrancais,"['info', 'adkesma', 'pembukaan', 'masa', 'bayaran', 'diundur', 'bonjour', 'tous', 'comment', 'allez', 'vous', 'mes', 'amis', 'terkait', 'dengan', 'adanya', 'pembaharuan', 'sistem', 'siakad', 'unj', 'pembukaan', 'masa', 'pembayaran', 'akan', 'diundur', 'catat', 'tanggal', 'nya', 'ya', 'februari', 'bon', 'courage']","['info', 'adkesma', 'pembukaan', 'bayaran', 'diundur', 'bonjour', 'tous', 'comment', 'allez', 'vous', 'mes', 'amis', 'terkait', 'pembaharuan', 'sistem', 'siakad', 'unj', 'pembukaan', 'pembayaran', 'diundur', 'catat', 'tanggal', 'februari', 'bon', 'courage']","['info', 'adkesma', 'buka', 'bayar', 'undur', 'bonjour', 'tous', 'comment', 'allez', 'vous', 'mes', 'amis', 'kait', 'baharu', 'sistem', 'siakad', 'unj', 'buka', 'bayar', 'undur', 'catat', 'tanggal', 'februari', 'bon', 'courage']"
2019-01-30,sedih amat siakad unj,wahyuutomos,"['sedih', 'amat', 'siakad', 'unj']","['sedih', 'siakad', 'unj']","['sedih', 'siakad', 'unj']"
2019-01-18,oalaa siakad ui juga lagi bermasalah ya siakad unj juga busuk banget lahaulla masi bulan lagi baru bener,abellcha,"['oalaa', 'siakad', 'ui', 'juga', 'lagi', 'bermasalah', 'ya', 'siakad', 'unj', 'juga', 'busuk', 'banget', 'lahaulla', 'masi', 'bulan', 'lagi', 'baru', 'bener']","['oalaa', 'siakad', 'ui', 'bermasalah', 'siakad', 'unj', 'busuk', 'banget', 'lahaulla', 'masi', 'bener']","['oalaa', 'siakad', 'ui', 'masalah', 'siakad', 'unj', 'busuk', 'banget', 'lahaulla', 'mas', 'bener']"
2019-01-09,apalah unj yg ga bsa  buka siakad nya,ayu_kudo,"['apalah', 'unj', 'yg', 'ga', 'bsa', 'buka', 'siakad', 'nya']","['apalah', 'unj', 'bsa', 'buka', 'siakad']","['apa', 'unj', 'bsa', 'buka', 'siakad']"
2018-12-28,advo center halo sobat mandiri info siakad nomor surat edaran unjkm hal layanan bakh menindaklanjuti surat dari ka upt tik nomor untu tanggal desember more info shinta advokasi bemp ptik,BEMPPTIK_UNJ,"['advo', 'center', 'halo', 'sobat', 'mandiri', 'info', 'siakad', 'nomor', 'surat', 'edaran', 'unjkm', 'hal', 'layanan', 'bakh', 'menindaklanjuti', 'surat', 'dari', 'ka', 'upt', 'tik', 'nomor', 'untu', 'tanggal', 'desember', 'more', 'info', 'shinta', 'advokasi', 'bemp', 'ptik']","['advo', 'center', 'halo', 'sobat', 'mandiri', 'info', 'siakad', 'nomor', 'surat', 'edaran', 'unjkm', 'layanan', 'bakh', 'menindaklanjuti', 'surat', 'ka', 'upt', 'tik', 'nomor', 'untu', 'tanggal', 'desember', 'more', 'info', 'shinta', 'advokasi', 'bemp', 'ptik']","['advo', 'center', 'halo', 'sobat', 'mandiri', 'info', 'siakad', 'nomor', 'surat', 'edar', 'unjkm', 'layan', 'bakh', 'menindaklanjuti', 'surat', 'ka', 'upt', 'tik', 'nomor', 'untu', 'tanggal', 'desember', 'more', 'info', 'shinta', 'advokasi', 'bemp', 'ptik']"
2018-09-28,sscn rasa siakad unj,Rnfadillaa,"['sscn', 'rasa', 'siakad', 'unj']","['sscn', 'siakad', 'unj']","['sscn', 'siakad', 'unj']"
2018-08-20,official min mau nanya username siakad unj yang mana tolong dibales min,Alif_SW,"['official', 'min', 'mau', 'nanya', 'username', 'siakad', 'unj', 'yang', 'mana', 'tolong', 'dibales', 'min']","['official', 'min', 'nanya', 'username', 'siakad', 'unj', 'tolong', 'dibales', 'min']","['official', 'min', 'nanya', 'username', 'siakad', 'unj', 'tolong', 'dibales', 'min']"
2018-08-06,official pustikom kebakaran ya gimana kabar siakad,HudaSyafi,"['official', 'pustikom', 'kebakaran', 'ya', 'gimana', 'kabar', 'siakad']","['official', 'pustikom', 'kebakaran', 'gimana', 'kabar', 'siakad']","['official', 'pustikom', 'bakar', 'gimana', 'kabar', 'siakad']"
2018-07-31,confirmed di siakad unj emang ada opsi transportasi pake kuda sjamshsmfhakslsk,johntographyss,"['confirmed', 'di', 'siakad', 'unj', 'emang', 'ada', 'opsi', 'transportasi', 'pake', 'kuda', 'sjamshsmfhakslsk']","['confirmed', 'siakad', 'unj', 'emang', 'opsi', 'transportasi', 'pake', 'kuda', 'sjamshsmfhakslsk']","['confirmed', 'siakad', 'unj', 'emang', 'opsi', 'transportasi', 'pake', 'kuda', 'sjamshsmfhakslsk']"
2018-07-30,siakad unj kapankah aku bisa liat ipk ku,frdlgpln,"['siakad', 'unj', 'kapankah', 'aku', 'bisa', 'liat', 'ipk', 'ku']","['siakad', 'unj', 'liat', 'ipk', 'ku']","['siakad', 'unj', 'liat', 'ipk', 'ku']"
2018-07-28,siakad unj macam web shopnya bighit susah dibuka,22Sxlena,"['siakad', 'unj', 'macam', 'web', 'shopnya', 'bighit', 'susah', 'dibuka']","['siakad', 'unj', 'web', 'shopnya', 'bighit', 'susah', 'dibuka']","['siakad', 'unj', 'web', 'shopnya', 'bighit', 'susah', 'buka']"
2018-07-23,login akun siakad kamu di halaman klik ikon garis di pojok kiri atas pilih menu akademik dan masuk ke daftar hasil studi scroll kebawah dan isi evaluasi kuliah nya dengan sesuai selesai ucapkan hamdallah,Sasing_UNJ,"['login', 'akun', 'siakad', 'kamu', 'di', 'halaman', 'klik', 'ikon', 'garis', 'di', 'pojok', 'kiri', 'atas', 'pilih', 'menu', 'akademik', 'dan', 'masuk', 'ke', 'daftar', 'hasil', 'studi', 'scroll', 'kebawah', 'dan', 'isi', 'evaluasi', 'kuliah', 'nya', 'dengan', 'sesuai', 'selesai', 'ucapkan', 'hamdallah']","['login', 'akun', 'siakad', 'halaman', 'klik', 'ikon', 'garis', 'pojok', 'kiri', 'pilih', 'menu', 'akademik', 'masuk', 'daftar', 'hasil', 'studi', 'scroll', 'kebawah', 'isi', 'evaluasi', 'kuliah', 'sesuai', 'selesai', 'ucapkan', 'hamdallah']","['login', 'akun', 'siakad', 'halaman', 'klik', 'ikon', 'garis', 'pojok', 'kiri', 'pilih', 'menu', 'akademik', 'masuk', 'daftar', 'hasil', 'studi', 'scroll', 'bawah', 'isi', 'evaluasi', 'kuliah', 'sesuai', 'selesai', 'ucap', 'hamdallah']"
2018-07-21,sd agustus laman siakad narahubung maudy facebook bemp pendidikan bahasa inggris unj twitter inggrisunj instagram inggrisunj youtube bemp pendidikan bahasa inggris unj line,pend_inggrisUNJ,"['sd', 'agustus', 'laman', 'siakad', 'narahubung', 'maudy', 'facebook', 'bemp', 'pendidikan', 'bahasa', 'inggris', 'unj', 'twitter', 'inggrisunj', 'instagram', 'inggrisunj', 'youtube', 'bemp', 'pendidikan', 'bahasa', 'inggris', 'unj', 'line']","['sd', 'agustus', 'laman', 'siakad', 'narahubung', 'maudy', 'facebook', 'bemp', 'pendidikan', 'bahasa', 'inggris', 'unj', 'twitter', 'inggrisunj', 'instagram', 'inggrisunj', 'youtube', 'bemp', 'pendidikan', 'bahasa', 'inggris', 'unj', 'line']","['sd', 'agustus', 'laman', 'siakad', 'narahubung', 'maudy', 'facebook', 'bemp', 'didik', 'bahasa', 'inggris', 'unj', 'twitter', 'inggrisunj', 'instagram', 'inggrisunj', 'youtube', 'bemp', 'didik', 'bahasa', 'inggris', 'unj', 'line']"
2018-07-21, mulai angkatan fip fbs fmipa fio fpsi bank btn  mulai angkatan fis fe ft bank mandiri  bank bukopin pengisian krs semester sd augustus laman siakad diluar tanggal yang ditetapkan tidak diproses,Sasing_UNJ,"['mulai', 'angkatan', 'fip', 'fbs', 'fmipa', 'fio', 'fpsi', 'bank', 'btn', 'mulai', 'angkatan', 'fis', 'fe', 'ft', 'bank', 'mandiri', 'bank', 'bukopin', 'pengisian', 'krs', 'semester', 'sd', 'augustus', 'laman', 'siakad', 'diluar', 'tanggal', 'yang', 'ditetapkan', 'tidak', 'diproses']","['angkatan', 'fip', 'fbs', 'fmipa', 'fio', 'fpsi', 'bank', 'btn', 'angkatan', 'fis', 'fe', 'ft', 'bank', 'mandiri', 'bank', 'bukopin', 'pengisian', 'krs', 'semester', 'sd', 'augustus', 'laman', 'siakad', 'diluar', 'tanggal', 'ditetapkan', 'diproses']","['angkat', 'fip', 'fbs', 'fmipa', 'fio', 'fpsi', 'bank', 'btn', 'angkat', 'fis', 'fe', 'ft', 'bank', 'mandiri', 'bank', 'bukopin', 'isi', 'krs', 'semester', 'sd', 'augustus', 'laman', 'siakad', 'luar', 'tanggal', 'tetap', 'proses']"
2018-05-20,perbaikan nilai semester berjalan juli agustus pekan terakhir ujian skripsi juli agustus batas akhir pengisian nilai skripsi di siakad agustus batas akhir pendaftaran wisuda agustus batas akhir penyerahan berkas wisuda,Sasing_UNJ,"['perbaikan', 'nilai', 'semester', 'berjalan', 'juli', 'agustus', 'pekan', 'terakhir', 'ujian', 'skripsi', 'juli', 'agustus', 'batas', 'akhir', 'pengisian', 'nilai', 'skripsi', 'di', 'siakad', 'agustus', 'batas', 'akhir', 'pendaftaran', 'wisuda', 'agustus', 'batas', 'akhir', 'penyerahan', 'berkas', 'wisuda']","['perbaikan', 'nilai', 'semester', 'berjalan', 'juli', 'agustus', 'pekan', 'ujian', 'skripsi', 'juli', 'agustus', 'batas', 'pengisian', 'nilai', 'skripsi', 'siakad', 'agustus', 'batas', 'pendaftaran', 'wisuda', 'agustus', 'batas', 'penyerahan', 'berkas', 'wisuda']","['baik', 'nilai', 'semester', 'jalan', 'juli', 'agustus', 'pekan', 'uji', 'skripsi', 'juli', 'agustus', 'batas', 'isi', 'nilai', 'skripsi', 'siakad', 'agustus', 'batas', 'daftar', 'wisuda', 'agustus', 'batas', 'serah', 'berkas', 'wisuda']"
2018-02-05,ini unj kl blm siap bgt pindah siakad ngapain pindah gatau  jd galiburan apa,rukunisan,"['ini', 'unj', 'kl', 'blm', 'siap', 'bgt', 'pindah', 'siakad', 'ngapain', 'pindah', 'gatau', 'jd', 'galiburan', 'apa']","['unj', 'kl', 'blm', 'bgt', 'pindah', 'siakad', 'ngapain', 'pindah', 'gatau', 'galiburan']","['unj', 'kl', 'blm', 'bgt', 'pindah', 'siakad', 'ngapain', 'pindah', 'gatau', 'galiburan']"
2017-09-09,lebig kesel mana sama buka web siakad unj wkwkwk,musyihab,"['lebig', 'kesel', 'mana', 'sama', 'buka', 'web', 'siakad', 'unj', 'wkwkwk']","['lebig', 'kesel', 'buka', 'web', 'siakad', 'unj', 'wkwkwk']","['lebig', 'kesel', 'buka', 'web', 'siakad', 'unj', 'wkwkwk']"
2017-09-07,gimanasih siakad error trs gabisa ngisi pemberkasan wisuda,juunsss,"['gimanasih', 'siakad', 'error', 'trs', 'gabisa', 'ngisi', 'pemberkasan', 'wisuda']","['gimanasih', 'siakad', 'error', 'trs', 'gabisa', 'ngisi', 'pemberkasan', 'wisuda']","['gimanasih', 'siakad', 'error', 'trs', 'gabisa', 'ngisi', 'berkas', 'wisuda']"
2017-09-03,aku kira siakad unj astaga,telordadawr,"['aku', 'kira', 'siakad', 'unj', 'astaga']","['siakad', 'unj', 'astaga']","['siakad', 'unj', 'astaga']"
2017-08-29,official admin siakad baru saya ko gabisa login terus kenapa atau masih error servernya mau isi krs nih,robbyariansyah,"['official', 'admin', 'siakad', 'baru', 'saya', 'ko', 'gabisa', 'login', 'terus', 'kenapa', 'atau', 'masih', 'error', 'servernya', 'mau', 'isi', 'krs', 'nih']","['official', 'admin', 'siakad', 'ko', 'gabisa', 'login', 'error', 'servernya', 'isi', 'krs']","['official', 'admin', 'siakad', 'ko', 'gabisa', 'login', 'error', 'servernya', 'isi', 'krs']"
2017-08-28,anjir lah unj bikin siakad baru tp ga di rampungin jadinya gini nih ngisi krs berantakan,__kvki__,"['anjir', 'lah', 'unj', 'bikin', 'siakad', 'baru', 'tp', 'ga', 'di', 'rampungin', 'jadinya', 'gini', 'nih', 'ngisi', 'krs', 'berantakan']","['anjir', 'unj', 'siakad', 'tp', 'rampungin', 'gini', 'ngisi', 'krs', 'berantakan']","['anjir', 'unj', 'siakad', 'tp', 'rampungin', 'gin', 'ngisi', 'krs', 'beranta']"
2017-08-12,bisa dtg langsung ke pustikom mengenai permasalahan log in pd siakad,UNJ_Official,"['bisa', 'dtg', 'langsung', 'ke', 'pustikom', 'mengenai', 'permasalahan', 'log', 'in', 'pd', 'siakad']","['dtg', 'langsung', 'pustikom', 'permasalahan', 'log', 'in', 'pd', 'siakad']","['dtg', 'langsung', 'pustikom', 'masalah', 'log', 'in', 'pd', 'siakad']"
